experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.function,task.seed,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
815,2026-09-01 13:46:46,train,371,full_training,2.6734778881073,0.04291640222072601,391.0,1,0,0.37947908401838504,7.775261402130127,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_interaction,371,6,0.18,768,2.2873218059539795,1.8326293412530428,0.03168759521416061,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,383.60638427734375,31.33687400817871,-362.8948669433594,88.240234375,16.871368408203125,144.3370788574219,5.148934364318848,4.659933090209961,3.3569538593292236,8.175774574279785,719.6282348632812,0.5293942987918854,0.7900587618350983
816,2026-09-01 13:46:47,train,371,full_training,2.5760746002197266,0.04576554521918297,200.0,1,0,0.20388206699863076,7.106317043304443,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_interaction,371,6,0.18,768,2.2873218059539795,1.8326293412530428,0.03168759521416061,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,9.701665878295898,-52.316932678222656,110.1401596069336,17.380718231201172,30.708013153076173,3.669668674468994,3.5504729747772217,1.4323409795761108,3.591388463973999,73.39974212646484,0.24280887842178345,0.14708438515663147
817,2026-09-01 13:46:48,test,372,full_training,4.970609664916992,0.049779705703258514,560.0,1,0,1.1805031679978129,9.736473083496094,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,nonlinear_product,372,3,0.212,512,7.9533281326293945,2.4557337702541844,0.026587462186761876,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,24.47283935546875,-273.0579833984375,57.90098571777344,11.867897987365723,42.71920928955078,2.503708600997925,2.4144515991210938,1.3027522563934326,9.686267852783203,1321.987060546875,0.16347549855709076,0.07923505455255508
818,2026-09-01 13:46:49,test,372,full_training,4.240935325622559,0.03839539363980293,563.0,1,0,1.165188395010773,8.947052955627441,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,nonlinear_product,372,3,0.212,512,7.9533281326293945,2.4557337702541844,0.026587462186761876,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,247.24282836914062,59.883506774902344,-764.863037109375,57.90098571777344,11.867895126342773,203.85519886016846,2.503708839416504,2.4144515991210938,3.1464457511901855,18.380157470703125,6963.4921875,0.3948308676481247,0.46220459043979645
819,2026-09-01 13:46:50,test,372,full_training,4.39973258972168,0.047958679497241974,563.0,1,0,0.6983845320064574,10.485581398010254,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,nonlinear_product,372,3,0.212,512,7.9533281326293945,2.4557337702541844,0.026587462186761876,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,17.778762817382812,-157.6012420654297,32.95307922363281,12.048104286193848,7.7657928466796875,1.7955137491226196,1.7729719877243042,1.2046236991882324,7.9749908447265625,831.8767700195312,0.16919593513011932,0.07358134165406227
820,2026-09-01 13:46:50,train,373,full_training,1.3075824975967407,0.03209264948964119,14.0,1,0,0.025935518991900608,3.105776309967041,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,373,2,0.035,256,1.7877299785614014,1.7094118565272591,0.005971069025169302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,10.824673652648926,-40.97575759887695,-150.8902130126953,7.331496238708496,32.371157836914065,1.6823441982269287,1.3251380920410156,1.2711961269378662,3.694202423095703,42.999366760253906,0.14202316850423813,0.0718473456799984
821,2026-09-01 13:46:50,train,373,full_training,0.7632660865783691,0.02799162268638611,17.0,1,0,0.02987352799391374,2.099782943725586,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,373,2,0.035,256,1.7877299785614014,1.7094118565272591,0.005971069025169302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,203.48391723632812,24.69369125366211,-149.47268676757812,-150.8902130126953,7.331493854522705,312.4867774963379,1.6823443174362183,1.3251378536224365,3.706141710281372,7.581631660461426,326.48095703125,0.4140651226043701,0.6107024550437927
822,2026-09-01 13:46:50,train,373,full_training,1.3918533325195312,0.034624870866537094,17.0,1,0,0.021565870993072167,3.162508249282837,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,373,2,0.035,256,1.7877299785614014,1.7094118565272591,0.005971069025169302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,7.688602447509766,-22.200599670410156,-133.12245178222656,7.267193794250488,8.273780345916748,1.3965367078781128,1.364400863647461,1.1177661418914795,2.6484599113464355,26.0932674407959,0.1275165155529976,0.05475151911377907
823,2026-09-01 13:46:50,train,374,full_training,1.6265300512313843,0.04754948616027832,58.0,1,0,0.06628942902898416,5.298221111297607,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_interaction,374,6,0.047,384,1.5946165323257446,1.6522551775682093,0.034278061858888445,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,10.287986755371094,-34.28375244140625,110.17344665527344,17.423078536987305,44.9273323059082,5.062600135803223,4.8251872062683105,1.8304544687271118,3.4091005325317383,42.38225555419922,0.2890850603580475,0.23010975867509842
824,2026-09-01 13:46:50,train,374,full_training,2.079416275024414,0.047181207686662674,85.0,1,0,0.10970629600342363,5.386519908905029,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_interaction,374,6,0.047,384,1.5946165323257446,1.6522551775682093,0.034278061858888445,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,21.43377685546875,-116.01082611083984,110.17344665527344,17.423078536987305,113.79053363800048,5.062600612640381,4.825189113616943,3.257317543029785,5.676237106323242,87.35196685791016,0.5144306272268295,0.7286808788776398
825,2026-09-01 13:46:50,train,374,full_training,1.616030216217041,0.03368949145078659,86.0,1,0,0.09979307799949311,5.929388523101807,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_interaction,374,6,0.047,384,1.5946165323257446,1.6522551775682093,0.034278061858888445,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,8.225404739379883,-50.89470672607422,111.7674331665039,17.580997467041016,21.64494209289551,3.803277015686035,3.38675856590271,1.4013381004333496,3.7119767665863037,66.08364868164062,0.23474326729774475,0.13905645906925201
826,2026-09-01 13:46:51,train,375,full_training,3.1469156742095947,0.0401359423995018,162.0,1,0,0.16901968599995598,7.743708610534668,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,nonlinear_product,375,4,0.11,768,3.88458251953125,2.097446292437323,0.0333435935967597,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,18.427751541137695,-215.7563934326172,78.99159240722656,13.277286529541016,19.478472423553466,3.359994649887085,3.2558023929595947,1.6455652713775635,7.44552755355835,336.2383728027344,0.21127627044916153,0.1343322917819023
827,2026-09-01 13:46:51,train,375,full_training,4.724137306213379,0.036833882331848145,206.0,1,0,0.4277615490136668,6.938583850860596,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,nonlinear_product,375,4,0.11,768,3.88458251953125,2.097446292437323,0.0333435935967597,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,225.21484375,57.99088668823242,-1729.0421142578125,78.99159240722656,13.277286529541016,101.21547088623046,3.359994649887085,3.255801200866699,3.4907708168029785,17.2532901763916,1548.5025634765625,0.448184609413147,0.6044952571392059
828,2026-09-01 13:46:51,train,375,full_training,2.827942371368408,0.046740543097257614,162.0,1,0,0.25357844500103965,7.9303812980651855,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,nonlinear_product,375,4,0.11,768,3.88458251953125,2.097446292437323,0.0333435935967597,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,14.240866661071777,-145.91162109375,80.67382049560547,15.396124839782715,-5.053061676025391,2.029376745223999,2.0050857067108154,1.264410376548767,6.4286208152771,208.79745483398438,0.18959925323724747,0.09571000933647156
829,2026-09-01 13:46:52,train,376,full_training,2.6523101329803467,0.031710002571344376,35.0,1,0,0.0530703839904163,4.8333964347839355,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,linear,376,5,0.141,384,2.161726713180542,1.8043921865011379,0.046879596566708384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,11.244247436523438,-74.6903076171875,91.98688507080078,16.053632736206055,49.701798629760745,4.13551139831543,3.7134671211242676,1.716694712638855,3.378085136413574,246.7263641357422,0.25646384060382843,0.18636325001716614
830,2026-09-01 13:46:52,train,376,full_training,5.344367504119873,0.04466969519853592,38.0,1,0,0.05247131802025251,4.793327331542969,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,linear,376,5,0.141,384,2.161726713180542,1.8043921865011379,0.046879596566708384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,40.572998046875,-890.5447998046875,91.98688507080078,16.053632736206055,174.3069751739502,4.13551139831543,3.713466167449951,3.3021280765533447,10.350178718566895,2088.060791015625,0.49331803619861603,0.6895440220832825
831,2026-09-01 13:46:52,train,376,full_training,2.0788817405700684,0.04464108124375343,24.0,1,0,0.036464855016674846,4.4341206550598145,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,linear,376,5,0.141,384,2.161726713180542,1.8043921865011379,0.046879596566708384,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,7.505908966064453,-30.948322296142578,100.21360778808594,16.653249740600586,43.92953681945801,2.9370460510253906,2.7480885982513428,1.3548537492752075,2.5493764877319336,89.66508483886719,0.2139068990945816,0.1177666187286377
832,2026-09-01 13:46:52,train,377,full_training,2.3402881622314453,0.03242208808660507,134.0,1,0,0.1974070459837094,6.389702796936035,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_interaction,377,5,0.151,384,1.8603687286376953,1.7293258878451632,0.03828083863605848,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,6.346530914306641,-29.74958038330078,92.33326721191406,16.2517147064209,52.390062713623045,4.065815448760986,3.9113845825195312,1.7397006750106812,1.9824023246765137,27.092727661132812,0.22706758975982666,0.1453848034143448
833,2026-09-01 13:46:52,train,377,full_training,3.3827004432678223,0.04926815629005432,131.0,1,0,0.2046534949913621,5.790025234222412,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_interaction,377,5,0.151,384,1.8603687286376953,1.7293258878451632,0.03828083863605848,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,26.688627243041992,-576.1674194335938,92.33326721191406,16.251710891723633,162.5640899658203,4.0658159255981445,3.9113848209381104,3.346381187438965,7.607946395874023,249.5576629638672,0.4367732107639313,0.5379237830638885
834,2026-09-01 13:46:53,train,377,full_training,2.4949231147766113,0.0444001778960228,131.0,1,0,0.3341544470167719,6.3669962882995605,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_interaction,377,5,0.151,384,1.8603687286376953,1.7293258878451632,0.03828083863605848,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,4.312799453735352,-9.943620681762695,90.48616027832031,17.0262393951416,32.429687118530275,2.994856595993042,2.797274351119995,1.3388538360595703,1.488555908203125,23.608875274658203,0.18488554656505585,0.08882623538374901
835,2026-09-01 13:46:53,test,378,full_training,11.78288745880127,0.04233745485544205,189.0,1,0,0.7014496930059977,6.830748081207275,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,nonlinear_product,378,3,0.087,768,4.633900165557861,2.1856379741426992,0.021881575616149385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,25.044889450073242,-260.35369873046875,51.482330322265625,12.11638069152832,15.533141899108887,2.4643750190734863,2.36883282661438,1.3549222946166992,9.182755470275879,223.646240234375,0.15357865393161774,0.06577976793050766
836,2026-09-01 13:46:54,test,378,full_training,10.206189155578613,0.0442226268351078,198.0,1,0,0.6498490090016276,5.8500518798828125,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,nonlinear_product,378,3,0.087,768,4.633900165557861,2.1856379741426992,0.021881575616149385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,247.24282836914062,67.27305603027344,-1092.785888671875,51.482330322265625,12.11638355255127,144.12254829406737,2.4643752574920654,2.368833541870117,3.2724485397338867,18.574560165405273,1179.8470458984375,0.37092770636081696,0.3837153911590576
837,2026-09-01 13:46:55,test,378,full_training,10.817727088928223,0.03242434561252594,134.0,1,0,0.339679538999917,6.929309368133545,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,nonlinear_product,378,3,0.087,768,4.633900165557861,2.1856379741426992,0.021881575616149385,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,16.48528480529785,-131.34127807617188,28.328149795532227,12.291348457336426,0.15525641441345214,1.8126342296600342,1.765953779220581,1.1899380683898926,7.181869983673096,141.9380645751953,0.15651129186153412,0.059473806992173195
838,2026-09-01 13:46:55,train,379,full_training,1.564772129058838,0.022327398881316185,19.0,1,0,0.04506523199961521,3.286226511001587,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,379,2,0.059,512,1.978773593902588,1.7601771610956565,0.06723005453611956,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,12.139043807983398,-46.192169189453125,-200.88597106933594,6.764248371124268,17.159289836883545,1.6784400939941406,1.2826998233795166,1.2325509786605835,4.019818305969238,51.9909553527832,0.12813828885555267,0.059484461322426796
839,2026-09-01 13:46:55,train,379,full_training,1.2777048349380493,0.03264155611395836,8.0,1,0,0.028446413984056562,1.5760077238082886,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,379,2,0.059,512,1.978773593902588,1.7601771610956565,0.06723005453611956,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,203.48391723632812,24.978515625,-100.63967895507812,-200.88597106933594,6.764246463775635,238.12752780914306,1.6784400939941406,1.2826995849609375,3.593472719192505,7.5894999504089355,401.4176025390625,0.373584046959877,0.5056179612874985
840,2026-09-01 13:46:56,train,379,full_training,1.6226186752319336,0.019321344792842865,19.0,1,0,0.0604876629950013,3.311899423599243,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,379,2,0.059,512,1.978773593902588,1.7601771610956565,0.06723005453611956,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,8.31633186340332,-28.634910583496094,-166.42584228515625,7.3752827644348145,-8.709040069580078,1.3582888841629028,1.322782039642334,1.0860629081726074,2.9544875621795654,28.822725296020508,0.11153202876448631,0.03979163244366646
841,2026-09-01 13:46:56,test,380,full_training,1.2874398231506348,0.04904966801404953,98.0,1,0,0.23796797601971775,6.127694129943848,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_interaction,380,5,0.099,768,1.8055528402328491,1.714371946988352,0.03564899768734275,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,116.72314453125,6.674866199493408,-23.422000885009766,87.50580596923828,16.448558807373047,46.050288391113284,3.9089930057525635,3.573664903640747,1.7516584396362305,1.9695594310760498,40.89607238769531,0.22148201614618301,0.13853320479393005
842,2026-09-01 13:46:57,test,380,full_training,1.8865299224853516,0.048875678330659866,125.0,1,0,0.25576593601726927,5.857292652130127,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_interaction,380,5,0.099,768,1.8055528402328491,1.714371946988352,0.03564899768734275,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,268.70367431640625,23.726957321166992,-321.6705322265625,87.50580596923828,16.448558807373047,150.04812889099122,3.9089925289154053,3.573665142059326,3.369382619857788,6.058968544006348,190.34158325195312,0.42602917551994324,0.5125728994607925
843,2026-09-01 13:46:57,test,380,full_training,1.102027177810669,0.04284754395484924,99.0,1,0,0.24856892798561603,6.142721652984619,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,nonlinear_interaction,380,5,0.099,768,1.8055528402328491,1.714371946988352,0.03564899768734275,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,3.4841434955596924,-5.6430463790893555,91.14521789550781,16.919944763183594,22.445003747940063,2.946293354034424,2.8671560287475586,1.3216121196746826,1.177837610244751,28.847436904907227,0.1779654324054718,0.08354321122169495
844,2026-09-01 13:46:57,train,381,full_training,4.031406402587891,0.04974134638905525,117.0,1,0,0.31459073501173407,6.8385491371154785,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_product,381,6,0.141,256,5.623632431030273,2.2824274307840775,0.05008170597074542,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,38.766963958740234,-786.4024658203125,108.56917572021484,17.27978515625,142.26662158966064,5.175138473510742,4.750020503997803,1.8234055042266846,14.764598846435547,984.7250366210938,0.2784496322274208,0.22519327700138092
845,2026-09-01 13:46:58,train,381,full_training,4.333794116973877,0.046867866069078445,100.0,1,0,0.30879525499767624,5.9450249671936035,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_product,381,6,0.141,256,5.623632431030273,2.2824274307840775,0.05008170597074542,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,83.38490295410156,-3018.4228515625,108.56917572021484,17.279794692993164,265.8158203125,5.175138473510742,4.750021457672119,3.244774103164673,26.676054000854492,3071.69580078125,0.4955047070980072,0.7131120264530182
846,2026-09-01 13:46:58,train,381,full_training,4.282425403594971,0.044314906001091,123.0,1,0,0.2591067879984621,7.13427734375,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_product,381,6,0.141,256,5.623632431030273,2.2824274307840775,0.05008170597074542,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,25.660531997680664,-461.5896911621094,115.06017303466797,17.6492862701416,54.41598815917969,3.787475347518921,3.531881332397461,1.4030730724334717,11.902242660522461,665.517822265625,0.2312459498643875,0.14504847675561905
847,2026-09-01 13:46:58,test,382,full_training,1.7095669507980347,0.03205026686191559,10.0,1,0,0.030915512004867196,2.4981300830841064,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,382,2,0.079,512,1.834075689315796,1.722208854733038,0.0729063560017531,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,9.769476890563965,-27.440082550048828,-203.4542236328125,6.738976001739502,6.978026580810547,1.9398540258407593,1.5024946928024292,1.3108549118041992,3.51802396774292,25.22437858581543,0.13366063684225082,0.06406043283641338
848,2026-09-01 13:46:58,test,382,full_training,1.3849458694458008,0.036619607359170914,15.0,1,0,0.03698199801146984,2.0063273906707764,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,382,2,0.079,512,1.834075689315796,1.722208854733038,0.0729063560017531,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,203.48391723632812,18.815998077392578,-60.522884368896484,-203.4542236328125,6.738973617553711,200.38162574768066,1.9398540258407593,1.5024949312210083,3.8217661380767822,5.419863224029541,68.6113510131836,0.38968439400196075,0.5445136725902557
849,2026-09-01 13:46:58,test,382,full_training,1.75190007686615,0.02878614328801632,10.0,1,0,0.020428122021257877,2.652294635772705,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,382,2,0.079,512,1.834075689315796,1.722208854733038,0.0729063560017531,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,6.845219135284424,-23.220930099487305,-166.15151977539062,7.041853427886963,-6.394141387939453,1.2827931642532349,1.2382752895355225,1.0803760290145874,2.8751041889190674,19.140193939208984,0.11678677052259445,0.04535170830786228
850,2026-09-01 13:46:59,train,383,full_training,2.778989315032959,0.04563426598906517,341.0,1,0,0.6768157850019634,8.044462203979492,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,nonlinear_interaction,383,8,0.259,768,1.8226385116577148,1.7190811246658408,0.031226795293033325,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,18.48326301574707,-208.33993530273438,106.55107116699219,17.095584869384766,49.709147930145264,526759.75,11.527976036071777,2.3779969215393066,5.761998176574707,156.20582580566406,0.3225279748439789,0.299455389380455
851,2026-09-01 13:47:00,train,383,full_training,4.958103179931641,0.04800315573811531,223.0,1,0,0.32979275297839195,6.469932556152344,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,nonlinear_interaction,383,8,0.259,768,1.8226385116577148,1.7190811246658408,0.031226795293033325,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,537.7823486328125,48.86335754394531,-1259.46337890625,106.55107116699219,17.09558868408203,116.97898941040039,597047.25,11.52796745300293,3.759943962097168,12.901848793029785,609.9608154296875,0.5099615305662155,0.7486384809017181
852,2026-09-01 13:47:01,train,383,full_training,1.8091691732406616,0.04482206329703331,293.0,1,0,0.4948078209999949,8.359397888183594,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,nonlinear_interaction,383,8,0.259,768,1.8226385116577148,1.7190811246658408,0.031226795293033325,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,7.556633472442627,-58.02165603637695,118.51995086669922,18.960859298706055,47.355584716796876,6.012063980102539,5.25242280960083,1.546764850616455,3.282958507537842,49.00326919555664,0.2684706300497055,0.16752923280000687
853,2026-09-01 13:47:01,train,384,full_training,6.900912284851074,0.03599843010306358,82.0,1,0,0.10282421100419015,5.984306335449219,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_product,384,6,0.014,256,2.7270939350128174,1.9205568079810993,0.04726258124655355,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,20.557405471801758,-189.83566284179688,105.59867858886719,17.376977920532227,93.11360864639282,5.095145225524902,4.610607147216797,1.8969868421554565,7.804867744445801,137.69375610351562,0.3019216060638428,0.23913197964429855
854,2026-09-01 13:47:01,train,384,full_training,7.080705642700195,0.04365900531411171,82.0,1,0,0.14970654901117086,5.740063667297363,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_product,384,6,0.014,256,2.7270939350128174,1.9205568079810993,0.04726258124655355,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,40.8322639465332,-566.5517578125,105.59867858886719,17.376972198486328,194.2281135559082,5.095144748687744,4.610607147216797,3.3757128715515137,13.038602828979492,615.392333984375,0.5372734367847443,0.7572512924671173
