experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.function,task.seed,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
855,2026-09-01 13:47:01,train,384,full_training,7.360804557800293,0.02773626148700714,107.0,1,0,0.22740652901120484,6.387353420257568,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_product,384,6,0.014,256,2.7270939350128174,1.9205568079810993,0.04726258124655355,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,14.561092376708984,-169.89012145996094,114.1934814453125,17.207921981811523,52.056820487976076,3.407714366912842,3.325066328048706,1.4548312425613403,7.0005011558532715,70.63164520263672,0.25032927095890045,0.15682362765073776
856,2026-09-01 13:47:01,train,385,full_training,1.4928909540176392,0.04634721949696541,14.0,1,0,0.02688864801893942,3.028008460998535,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,linear,385,2,0.248,768,2.231048583984375,1.8201743791986695,0.015952209867653146,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,9.164270401000977,-25.424646377563477,-138.4812774658203,6.977353096008301,27.230519104003907,1.6542807817459106,1.3185360431671143,1.2549030780792236,3.0759942531585693,10.775863647460938,0.13425539806485176,0.06761976890265942
857,2026-09-01 13:47:01,train,385,full_training,1.1302506923675537,0.036692019551992416,50.0,1,0,0.09936942800413817,2.7346034049987793,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,linear,385,2,0.248,768,2.231048583984375,1.8201743791986695,0.015952209867653146,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,203.48391723632812,17.82443618774414,-39.784812927246094,-138.4812774658203,6.977351665496826,275.2774085998535,1.6542807817459106,1.318535566329956,3.6586403846740723,5.177697658538818,46.08304214477539,0.3914184123277664,0.5747680366039276
858,2026-09-01 13:47:02,train,385,full_training,1.5043036937713623,0.049741581082344055,43.0,1,0,0.16262445598840714,3.7936863899230957,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,linear,385,2,0.248,768,2.231048583984375,1.8201743791986695,0.015952209867653146,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,6.4996337890625,-17.418560028076172,-144.98072814941406,7.162109851837158,2.5641197204589843,1.4089219570159912,1.3519484996795654,1.116941213607788,2.324847936630249,8.039695739746094,0.11898183077573776,0.04910302348434925
859,2026-09-01 13:47:02,test,386,full_training,3.0751163959503174,0.04966102913022041,158.0,1,0,0.3955935859994497,6.257654190063477,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,nonlinear_interaction,386,8,0.089,768,1.8965479135513306,1.7389562062174673,0.028607486191107923,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,20.687294006347656,-316.13848876953125,114.50345611572266,18.008079528808594,61.232098770141604,14.610380172729492,11.016467094421387,2.4236795902252197,6.926087379455566,618.3028564453125,0.35228003561496735,0.32751426100730896
860,2026-09-01 13:47:03,test,386,full_training,5.536116600036621,0.04831704869866371,186.0,1,0,0.44939308700850233,6.007257461547852,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,nonlinear_interaction,386,8,0.089,768,1.8965479135513306,1.7389562062174673,0.028607486191107923,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,537.7823486328125,58.26781463623047,-2043.9091796875,114.50345611572266,18.008079528808594,148.2667137145996,14.610379219055176,11.016463279724121,3.832174062728882,16.1710147857666,2685.28759765625,0.5570036470890045,0.8187856674194336
861,2026-09-01 13:47:03,test,386,full_training,1.8772064447402954,0.036469779908657074,158.0,1,0,0.3605491319904104,6.806918144226074,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,nonlinear_interaction,386,8,0.089,768,1.8965479135513306,1.7389562062174673,0.028607486191107923,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,8.59740161895752,-72.46163940429688,114.28909301757812,19.34562873840332,52.793413162231445,6.145876407623291,4.801919460296631,1.5808544158935547,3.5272393226623535,153.42855834960938,0.28853774070739746,0.1787906289100647
862,2026-09-01 13:47:04,train,387,full_training,3.3012843132019043,0.04748506098985672,151.0,1,0,0.36019679700257257,6.692858695983887,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_product,387,6,0.061,384,3.9585628509521484,2.1068790546897027,0.039947690888407925,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,20.717811584472656,-167.26783752441406,96.57904815673828,17.439062118530273,92.48667497634888,4.707715034484863,4.399373531341553,1.9308849573135376,6.973019123077393,230.33511352539062,0.2974790632724762,0.2091081216931343
863,2026-09-01 13:47:04,train,387,full_training,3.019257068634033,0.042957741767168045,166.0,1,0,0.4078630459844135,6.338980197906494,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_product,387,6,0.061,384,3.9585628509521484,2.1068790546897027,0.039947690888407925,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,44.53826904296875,-650.3204345703125,96.57904815673828,17.439062118530273,190.24902877807617,4.707715034484863,4.399371147155762,3.436034917831421,12.415185928344727,1123.525146484375,0.5293678641319275,0.662175714969635
864,2026-09-01 13:47:06,train,387,full_training,3.917228937149048,0.04632415249943733,129.0,1,0,0.2763111529930029,6.892191410064697,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_product,387,6,0.061,384,3.9585628509521484,2.1068790546897027,0.039947690888407925,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,12.64126968383789,-98.23527526855469,104.77056121826172,17.152917861938477,37.76223297119141,3.5330121517181396,3.2899010181427,1.4825187921524048,5.675488471984863,62.18761444091797,0.24951311945915222,0.14097215235233307
865,2026-09-01 13:47:08,train,388,full_training,1.6986279487609863,0.03791432082653046,21.0,1,0,0.048901048983680084,3.4722681045532227,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,linear,388,4,0.104,384,1.9950881004333496,1.7642826381971706,0.03148147094063888,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,11.289562225341797,-47.307762145996094,77.53279876708984,14.93375015258789,35.437813186645506,3.2746145725250244,3.1994564533233643,1.6279131174087524,3.714582681655884,139.88925170898438,0.20146171748638153,0.11110689491033554
866,2026-09-01 13:47:09,train,388,full_training,1.7959320545196533,0.041525695472955704,23.0,1,0,0.027707550005288795,3.364691734313965,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,linear,388,4,0.104,384,1.9950881004333496,1.7642826381971706,0.03148147094063888,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,30.500762939453125,-379.27783203125,77.53279876708984,14.933757781982422,103.93497467041016,3.2746143341064453,3.199455738067627,3.453324794769287,7.786133289337158,408.9042663574219,0.4273647964000702,0.49998097121715546
867,2026-09-01 13:47:10,train,388,full_training,2.1695799827575684,0.036504894495010376,22.0,1,0,0.04165303098852746,3.7499985694885254,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,linear,388,4,0.104,384,1.9950881004333496,1.7642826381971706,0.03148147094063888,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,10.620591163635254,-52.40353012084961,83.19010162353516,15.544957160949707,42.61332893371582,2.019469976425171,1.939518690109253,1.2289777994155884,3.7335493564605713,158.96719360351562,0.18739008903503418,0.08826959133148193
868,2026-09-01 13:47:10,train,389,full_training,2.3219645023345947,0.04367658495903015,104.0,1,0,0.13547785297851078,5.871203422546387,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,nonlinear_interaction,389,6,0.172,768,2.07084059715271,1.782915838418604,0.026569177444951145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,14.046219825744629,-57.99991226196289,108.80670166015625,17.552509307861328,38.81352157592774,4.912924766540527,4.342520713806152,1.8946951627731323,4.008590221405029,87.19123840332031,0.2774167060852051,0.21045923978090286
869,2026-09-01 13:47:11,train,389,full_training,3.310267448425293,0.0458693690598011,151.0,1,0,0.30910070301615633,6.3541107177734375,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,nonlinear_interaction,389,6,0.172,768,2.07084059715271,1.782915838418604,0.026569177444951145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,383.60638427734375,32.32149887084961,-247.49774169921875,108.80670166015625,17.552501678466797,91.86000709533691,4.912924289703369,4.3425211906433105,3.3716347217559814,7.261685848236084,285.0737609863281,0.4936666786670685,0.6664542853832245
870,2026-09-01 13:47:12,train,389,full_training,1.990238904953003,0.029875529929995537,263.0,1,0,0.6948912559892051,7.793008804321289,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,nonlinear_interaction,389,6,0.172,768,2.07084059715271,1.782915838418604,0.026569177444951145,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,12.812948226928711,-78.4654769897461,110.29212951660156,17.130578994750977,32.97788505554199,3.3639721870422363,3.210794448852539,1.4733470678329468,4.271806240081787,113.7633285522461,0.24293792247772217,0.14702145010232925
871,2026-09-01 13:47:13,test,390,full_training,5.683404445648193,0.04854811728000641,313.0,1,0,0.4452659699891228,8.492308616638184,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,nonlinear_product,390,7,0.176,768,4.082499980926514,2.1222933037999088,0.01929711943673204,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,68.11397552490234,-2518.778564453125,108.73329162597656,17.846328735351562,118.05919342041015,7.2077717781066895,5.959597110748291,2.152245044708252,20.8154239654541,921.305419921875,0.3171529769897461,0.27573147416114807
872,2026-09-01 13:47:16,test,390,full_training,10.055367469787598,0.04481115564703941,527.0,1,0,1.1012724209867883,9.471226692199707,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,nonlinear_product,390,7,0.176,768,4.082499980926514,2.1222933037999088,0.01929711943673204,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,189.16111755371094,-16837.51953125,108.73329162597656,17.846328735351562,350.9687210083008,7.207771301269531,5.959595203399658,3.592195987701416,48.654659271240234,5002.05859375,0.529342919588089,0.7681091725826263
873,2026-09-01 13:47:18,test,390,full_training,4.495428562164307,0.04173678159713745,651.0,1,0,0.9260857600020245,11.114384651184082,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,nonlinear_product,390,7,0.176,768,4.082499980926514,2.1222933037999088,0.01929711943673204,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,30.384422302246094,-838.3289794921875,115.88480377197266,19.07740020751953,103.72894821166992,4.357804298400879,4.075244426727295,1.5487639904022217,13.080646514892578,300.968017578125,0.2740737497806549,0.16916025429964066
874,2026-09-01 13:47:20,train,391,full_training,4.862236022949219,0.02199357934296131,29.0,1,0,0.03701477299910039,4.89506721496582,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,linear,391,5,0.051,384,2.1323435306549072,1.7975493452169813,0.06266465377566252,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,19.883432388305664,-237.12828063964844,100.02272033691406,16.515634536743164,79.2454776763916,3.7320444583892822,3.4382951259613037,1.7391703128814697,6.2285332679748535,80.68122100830078,0.24210846424102783,0.1623593121767044
875,2026-09-01 13:47:21,train,391,full_training,9.652106285095215,0.048880789428949356,30.0,1,0,0.049987065023742616,4.644975662231445,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,linear,391,5,0.051,384,2.1323435306549072,1.7975493452169813,0.06266465377566252,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,67.10673522949219,-2327.2802734375,100.02272033691406,16.51563835144043,226.01111907958983,3.7320444583892822,3.4382941722869873,3.34536075592041,17.42072296142578,578.6738891601562,0.46570491790771484,0.6007294952869415
876,2026-09-01 13:47:21,train,391,full_training,3.441521406173706,0.04811621829867363,20.0,1,0,0.035052457998972386,4.420161247253418,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,linear,391,5,0.051,384,2.1323435306549072,1.7975493452169813,0.06266465377566252,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,10.365036964416504,-63.783721923828125,93.95599365234375,16.809986114501953,49.70286121368408,2.7805371284484863,2.5954976081848145,1.3278251886367798,3.795644760131836,28.91676139831543,0.19790098071098328,0.10469973459839821
877,2026-09-01 13:47:22,train,392,full_training,4.7335309982299805,0.048683322966098785,370.0,1,0,0.43827247800072655,8.621840476989746,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,nonlinear_interaction,392,8,0.276,768,1.7730494737625122,1.705288998547738,0.02666474942442191,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,21.297286987304688,-335.09521484375,113.7378158569336,17.595380783081055,67.62574882507325,16.93742561340332,11.764541625976562,2.401397705078125,6.641813278198242,477.48699951171875,0.32856592535972595,0.3199574947357178
878,2026-09-01 13:47:23,train,392,full_training,6.760493755340576,0.04640193656086922,435.0,1,0,0.8585481899790466,8.86152458190918,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,nonlinear_interaction,392,8,0.276,768,1.7730494737625122,1.705288998547738,0.02666474942442191,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,he,537.7823486328125,62.88377380371094,-2597.78173828125,113.7378158569336,17.595380783081055,161.8714937210083,16.937429428100586,11.764537811279297,3.796942949295044,17.22124671936035,3096.985107421875,0.5195083916187286,0.7998937666416168
879,2026-09-01 13:47:26,train,392,full_training,4.588125228881836,0.04923172667622566,299.0,1,0,0.5084701360028703,8.498189926147461,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,nonlinear_interaction,392,8,0.276,768,1.7730494737625122,1.705288998547738,0.02666474942442191,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,high,cpu,small_model__noisy_data__high_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,7.543423175811768,-56.112876892089844,120.126220703125,19.271102905273438,57.3227424621582,6.692907810211182,5.3588995933532715,1.5132114887237549,3.1032888889312744,77.54850769042969,0.26394903659820557,0.16937340795993805
880,2026-09-01 13:47:28,train,393,full_training,3.0258195400238037,0.03404161334037781,126.0,1,0,0.24474207300227135,6.968873023986816,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,nonlinear_product,393,5,0.094,256,3.3689608573913574,2.0262407061506247,0.05253817219785588,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,13.485382080078125,-30.313304901123047,92.12799072265625,15.820061683654785,72.1572790145874,4.307066917419434,4.0895609855651855,1.7996037006378174,5.625983715057373,86.05323791503906,0.2551065608859062,0.17727407068014145
881,2026-09-01 13:47:30,train,393,full_training,2.930828094482422,0.04927229881286621,87.0,1,0,0.14941764099057764,5.78882360458374,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,nonlinear_product,393,5,0.094,256,3.3689608573913574,2.0262407061506247,0.05253817219785588,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,28.770071029663086,-184.48707580566406,92.12799072265625,15.820061683654785,236.9315185546875,4.307065963745117,4.089559078216553,3.4616072177886963,6.877231597900391,448.09515380859375,0.49070727825164795,0.6559140682220459
